Sentence,CueWords,Similarity,Important
"They pointed out that Moore J had reached his decision to impose those orders after careful application of the relevant legal principles, with due consideration of the lengthy evidence put before him by both parties.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0416666666667,False
"Moreover, Moore J was said to have made it clear in [39] of his reasons for judgment that any cross-examination would be subject to the control of the Court, thereby limiting any prejudice that may be suffered by Ms Hemming or the other applicants.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.05,False
"In those circumstances, counsel for the Music companies further contended that the applicants had failed to show that the obligations imposed upon them by Moore J amounted to anything greater than 'mere inconvenience'.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.03125,False
"On that footing, the Music companies concluded that the Sharman applicants had failed to overcome the threshold requirement of establishing substantial injustice, and that leave to appeal should be refused on that basis alone.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0833333333333,False
"Acceptance of that proposition was said to have the consequence realistically that consideration of the draft grounds of appeal from Moore J's judgment as formulated by the Sharman applicants, would not be necessary.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0434782608696,False
There is considerable force in those submissions of the Music companies.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0588235294118,False
"15 The Sharman applicants submitted that Brilliant Digital was distinguishable from the present circumstances because in the former instance, the orders the subject of application for leave to appeal arose from an Anton Piller order that had already been executed, but in the present case, Ms Hemming was yet to be cross-examined and had not, as at the date of hearing of the application, sworn an affidavit for instance on behalf of Sharman Networks.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.063829787234,False
"I should interpolate to record that subsequent to reserving judgment on the question of leave to appeal, the Sharman applicants applied for a stay on Moore J's order requiring Ms Hemming to file that affidavit, and that I refused to grant that stay, but made orders requiring the affidavit to be left in a sealed envelope to be opened only upon further order of the Court.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0740740740741,False
"Because a Full Court on appeal is in a position to intervene in relation to the subjection of Ms Hemming to Moore J's orders, and because those orders were made, on the Sharman applicants' case, erroneously by his Honour, it was contended by the Sharman applicants to be unjust if leave to appeal was not to be granted in relation to his Honour's orders.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0487804878049,False
"16 The Sharman applicants further submitted that the Full Court 'regularly' grants leave to appeal where it can be shown that the exercise of a discretion has miscarried, and where that miscarriage in the exercise of a discretion involves an important question of principle, citing as authority Wong at [22].",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0571428571429,False
"In Wong , the Full Federal Court held that the primary judge had failed to correctly apply the relevant legal test grounding the order made below.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.16,True
No mention was made by the Full Court of the need to establish 'substantial injustice' before a grant of leave to appeal is to be made.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.111111111111,False
"Counsel for the Music companies submitted in response that Wong was of no assistance, since it was a decision made as a result of the primary judge having ordered the filing of interrogatories in the absence of evidence from the party sought to be interrogated going beyond a 'mere allegation'.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0882352941176,False
"So much was said to stand in contrast with the considerable array of evidence provided respectively to Wilcox, Lindgren and Moore JJ at various interlocutory stages concerning Ms Hemming's control of the Sharman companies and a related and involved trust estate.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.025,False
"In any event the Music companies submitted that the Court's decision in Wong must be read subject to the later reasons of the Full Court in Brilliant Digital , which required inter alia that 'substantial injustice' be shown.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.027027027027,False
There is in my opinion clear force in those submissions of the Music companies.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0555555555556,False
"17 Contrary moreover to the Music companies' primary submissions, the Sharman applicants contended that should leave to appeal be refused, they would indeed suffer 'substantial injustice'.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.08,False
"That was said to be because the order to cross-examine a deponent of a disclosure affidavit was an exceptional one, and because Moore J had failed correctly to apply the relevant principles in making the order, in that his Honour had not made a positive finding that the affidavit disclosure by Ms Hemming of her own assets was inadequate.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.113636363636,False
"In my opinion however, the reasons of the primary judgment, which I have extracted in [5] above of these reasons are in substance to that effect, or at least sufficiently so.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0384615384615,False
"In any event, the making of an order requiring cross-examination on a disclosure affidavit was said by the Sharman applicants to be tantamount to a finding of contempt, or at least predicated upon such a finding.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.147058823529,False
"That latter contention would seem to be directed to an overstatement, in circumstances where the complaint was inadequate responses to the enforcement of orders made ancillary to Mareva relief.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.16,True
"18 In support of those propositions of the Sharman applicants, I was taken to several authorities in the United Kingdom and Australia concerned with the making of orders for cross-examination on disclosure affidavits made in pursuit of compliance with a Mareva order.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.128205128205,False
"19 Thus in Den Norske Bank ASA v Antonatos [1999] QB 271, Waller LJ (with whom Chadwick and Millett LJJ agreed) said in a passage at 290, upon which the Sharman applicants placed reliance:  'It is finally important to recognise that it is only in exceptional circumstances that cross-examination will be ordered on an affidavit sworn pursuant to a Mareva order: see House of Spring Gardens Ltd v Waite [1985] FSR 173 at 181, per Slade LJ.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.038961038961,False
"The anxieties expressed by Scott J in Bayer AG v Winter (No 2) [1986] 1 WLR 540 relating to the court wanting no part of a star chamber process must constantly be borne in mind...'   The passage from the reasons for judgment of Slade LJ in House of Spring Gardens, referred to by Waller LJ above, reads as follows:   'I can very well see that on the particular facts of many cases --- perhaps most cases --- the court might not consider it ""just and convenient"" to order the cross-examination of a defendant who has filed an affidavit in purported compliance with a Mareva order, in a case where the plaintiff has not yet seen fit to issue a motion for contempt and is not seeking an order for the swearing of a second affidavit by the defendant concerned...'   Whether there has occurred 'purported compliance with a Mareva order' must surely be viewed in terms of substance as well as mere form.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0241935483871,False
"Lord Justice Slade made those remarks in the course of overruling the decision of Scott J at first instance, which decision had been to the effect that a court did not have the power under s 37 of the Supreme Court Act 1981 (UK) to make an order requiring cross-examination ancillary to compliance with a Mareva order, in the absence of circumstances whereby a justiciable issue is before the Court in respect of which the evidence of the deponent is relevant to the resolution thereof, for instance where the deponent of the disclosure affidavit was the subject of a contempt motion.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0882352941176,False
"The 'anxieties expressed by Scott J', and also referred to by Waller LJ in Den Norske Bank , appear in Scott J's earlier reasons for judgment in Bayer AG v Winter (No 2) [1986] 1 WLR 540.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0,False
"In that latter case, Scott J was concerned with an application seeking orders that the defendant submit to cross-examination on a wide range of matters in aid of earlier Anton Piller and Mareva orders made by the Court.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0967741935484,False
Scott J referred to the scope of the cross-examination contemplated at 543 as follows:   'Mr Prescott [for the plaintiff] made clear that the purpose of his proposed cross-examination of the first defendant is a free-ranging one.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0810810810811,False
He proposes to question him as to the whereabouts of his assets world-wide.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0909090909091,False
He proposes to question him as to his knowledge of and part played in transactions in counterfeit Baygon wherever they may have happened.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0434782608696,False
'   20 The primary proceedings in Bayer concerned allegations of an organised system for the sale of counterfeit Baygon insecticide products.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.130434782609,False
"As at the time of the hearing before the presiding judge, no statement of claim had been filed.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0625,False
"Moreover, no evidence proving the allegations of sale of counterfeit Baygon was placed before the presiding judge for the purposes of the application, and at no stage had the defendant had an opportunity to confront any such evidence.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0434782608696,False
"Counsel for the plaintiff had indicated to the presiding judge that pending receipt of certain answers in cross-examination, the plaintiffs were minded subsequently to pursue contempt proceedings against the defendant.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0625,False
"It was in those somewhat extreme circumstances, well removed from the present context here presented that Scott J made the following emphatic statement (at 544) in the course of refusing the order sought for the cross-examination of the defendant, being dictum upon which the Sharman applicants placed reliance in the present context:  'Star Chamber interrogatory procedure has formed no part of the judicial process in this country for several centuries.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.05,False
The proper function of a judge in civil litigation is to decide issues between parties.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0625,False
"It is not, in my opinion, to preside over an interrogation.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0,False
"  The police, charged with the upholding of the public law, cannot subject a citizen to cross-examination before a judge in order to discover the truth about the citizen's misdeeds.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.08,False
"How then, as a matter of discretion, can it be right in a civil case, in aid of rights which, however important, are merely private rights, to subject a citizen to such a cross-examination?",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0277777777778,False
A fortiori it cannot be right to do so in a case where the plaintiff seeking the cross-examination of the defendant is holding itself free to use the defendant's answers for the purpose of an application to commit him to prison for contempt.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0434782608696,False
'   I would respectfully withhold from any such somewhat characterisation of the present conduct of the Music companies in their pursuit of what seems to me to be both reasonable and authentic means designed to ensure that Mareva relief is afforded adequate facilitation and implementation in the context of Music companies' intellectual property protection and preservation upheld by the primary judge in the principal litigation.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0681818181818,False
"   21 Senior counsel for the Sharman applicants asserted that nowhere in the reasons for judgment of Moore J is there a finding that the disclosures made by Mr Gee of the assets of the relevant two Sharman companies were incomplete, or that the disclosures by Ms Hemming in her affidavits as to her own assets were incomplete.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0697674418605,False
"I would first observe that any finding of Moore J on the completeness, or otherwise, of Mr Gee's disclosure affidavits could not possibly have any bearing upon the appropriateness of his Honour's order requiring Ms Hemming to attend for cross-examination on her own affidavits, and any suggestion to the contrary is in my opinion incorrect.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.102040816327,False
"Moreover, any such conclusion begs the question as to the operation of the notion of 'incomplete', and the context in which it is used.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0,False
The theme of the primary judge's concern was more in the nature of inadequacy and lack of clarity.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.117647058824,False
Senior counsel for the Sharman applicants asserted that the Music companies had not demonstrated that Ms Hemming's assets included what he termed 'the beneficial interest in the Sharman companies' or that the 'loan transaction with TIL was a sham'.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0333333333333,False
A present concern of the Music companies is indeed with the beneficial ownership of funds.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.05,False
"In the case of tangible and intangible assets subjected to the interposition of a complexity of offshore established companies and trust estates purportedly controlled by an offshore trustee corporation, the task of gaining access to and control of those assets, in order to enforce onshore court judgments and orders, can be an expensive and formidable undertaking for a successful litigant.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0416666666667,False
"It was in the light of the complexity and opacity concerning Ms Hemming's apparent employment of a Vanuatu trust instrument that the primary judge observed for the time being as follows at [36]:  '... it is, in my opinion unnecessary for me to resolve some specific issues concerning that structure which were the subject of argument.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0487804878049,False
One was whether [Ms Hemming] has a beneficial interest in the Sharman trust or at least has an interest which should have been identified in her disclosure affidavit.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.103448275862,False
"'   22 Senior counsel for the Sharman applicants submitted that having failed to make a finding on this point, the primary judge appeared to have concluded that the power to order cross-examination should be exercised in order to allow the matter of any such beneficial ownership to be further explored, his Honour observing in that context at [36]:  'If this issue [was] explored in cross-examination then the Court will be left with a greater measure of certainty about whether she does [have an interest in the Sharman companies per medium of the Sharman trust].",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0483870967742,False
"'   23 In further response to the primary judge's endeavours to distil an expedient means for the ascertainment relevantly of beneficial ownership, it was contended by the Sharman applicants that in circumstances such as the present, an order for cross-examination of a deponent 'cannot be made unless the Court is affirmatively satisfied that there has been a non-disclosure', all that being said to have involved 'a resolution of the arguments expressly eschewed by Moore J in [36] [of his reasons]'.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0701754385965,False
I have difficulty with that contention.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0,False
"In the context of his Honour's review of some of the offshore as well as onshore transactions, his Honour had made the significant finding, along the way as it were, that the 'evidence ... suggest[s] a loan was made after the property was purchased...' and also that 'a loan was not secured by a mortgage'.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0434782608696,False
"Consequently his Honour was able to observe at [37] that '... real doubts arise about, and uncertainty surrounds, the reason why this transaction took place when it did, and whether the moneys transferred to TIL were, in truth, in satisfaction of a loan or continues to constitute an asset of, and requires disclosure by, [Ms Hemming].",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0217391304348,False
"' In the circumstances I have thus far recorded, that was an apposite observation.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0,False
"24 All that was referrable of course to the implications of the payment of $1,116,405.63 by Ms Hemming to TIL, following the sale of her Sydney residence on 4 February 2005; that payment appears to have been made out of the proceeds of a sale of that residence, which was effected for the gross price of $2,100,000 to a person identified by the evidence as an accountant of certain of the Sharman companies.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.08,False
"There was no sufficiently detailed or otherwise cogent evidence as to who exercised the substantial or underlying control of decision making of TIL, or as to the basis of or reasons for such alleged indebtedness having crystallised in the first place.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0384615384615,False
"The state of the evidence as to the control of TIL was itself the subject of disputation before Moore J and senior counsel for the Sharman applicants sought to attribute error to his Honour's judgment for the further reason that he had failed to make a finding as to Ms Hemming's control, or otherwise, of that entity.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0277777777778,False
"The Sharman applicants postulated that the 'remark' made by Lindgren J at [13] of his Honour's reasons for judgment in Sharman License Holdings Ltd v Universal Music Australia Pty Ltd [2005] FCA 802 that '[Wilcox J] accepted [in the course of granting the Mareva relief on 22 March 2005] that the Sharman Companies were controlled by Ms Hemming by reason of a ""client services agreement"" between her and TIL dated 8 April 2002' was an 'unsure foundation for any finding of control of the Sharman trust or the Sharman companies [by Ms Hemming]', and was thus inappropriately or impermissibly relied upon by Moore J in formulating his reasons for judgment.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0212765957447,False
"That submission lacked merit, particularly in the light of [31] of Lindgren J's reasons for judgment in which his Honour paraphrased the two-fold acceptance, given in cross-examination by the solicitor acting for Sharman License and Sharman Networks in their application before Lindgren J, that TIL as trustee of the Sharman trust was the ultimate beneficial owner of all the shares issued in Sharman License and Sharman Networks, and moreover that Wilcox J had himself appeared to accept that in consequence of the client services agreement, Ms Hemming 'controlled the Sharman trust'.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0151515151515,False
"25 The Music companies had submitted to Moore J that given the evidentiary shortcomings on a subject readily susceptible to documentary demonstration, inclusive of banking records I might add, there was in truth and reality no antecedent loan, that the transfer of those funds by Ms Hemming to TIL in Vanuatu constituted a sham transaction, and consequently that those monies remained her own property beneficially, and should have been identified and disclosed as such in her affidavit provided in the Mareva context.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0327868852459,False
"Once more, so it was asserted by the Sharman applicants, his Honour declined to make any concluded finding on the subject.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0,False
The point is however that his Honour had been able to infer from the surrounding circumstances I have already outlined that there was some force in the Music companies' submission.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.037037037037,False
But in any event his Honour was of the view that he could permit cross-examination of Ms Hemming on and in relation to those matters because at least doubt existed in relation to that area of enquiry.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0322580645161,False
